App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Teen,Entertainment,15-Jul-18,2.13.5,4.1 and up
YouTube Kids,ENTERTAINMENT,4.5,470089,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video,3-Aug-18,3.43.3,4.1 and up
Mobile TV,ENTERTAINMENT,3.5,10939,4.6M,"10,000,000+",Free,0,Everyone,Entertainment,28-Apr-16,2.05.0010,5.0 and up
TV+,ENTERTAINMENT,4.2,98509,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment,28-Jun-18,Varies with device,Varies with device
Digital TV,ENTERTAINMENT,3.1,5241,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment,6-Jun-18,Varies with device,6.0 and up
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3M,"10,000,000+",Free,0,Everyone,Entertainment,16-Jul-15,v1.8b22p13,4.2 and up
Google Play Games,ENTERTAINMENT,4.3,7165362,Varies with device,"1,000,000,000+",Free,0,Teen,Entertainment,16-Jul-18,Varies with device,Varies with device
Hotstar,ENTERTAINMENT,4.3,4885646,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,3-Aug-18,Varies with device,Varies with device
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",ENTERTAINMENT,4.1,141980,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,30-Jul-18,Varies with device,Varies with device
The green alien dance,ENTERTAINMENT,3.8,6979,12M,"1,000,000+",Free,0,Everyone,Entertainment,5-Jul-18,1.03,4.0 and up
Spectrum TV,ENTERTAINMENT,3.4,46618,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,19-Jul-18,Varies with device,Varies with device
H TV,ENTERTAINMENT,4.3,103078,5.6M,"5,000,000+",Free,0,Everyone,Entertainment,5-Jul-18,4.6.2,2.3.3 and up
StarTimes - Live International Champions Cup,ENTERTAINMENT,4.4,17682,9.7M,"1,000,000+",Free,0,Everyone,Entertainment,3-Aug-18,5.2,4.0.3 and up
Cinematic Cinematic,ENTERTAINMENT,4.4,37000,15M,"1,000,000+",Free,0,Mature 17+,Entertainment,21-Jun-18,4.0.5,4.1 and up
MEGOGO - Cinema and TV,ENTERTAINMENT,4,175528,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,3-Aug-18,Varies with device,Varies with device
Talking Angela,ENTERTAINMENT,3.7,1828284,52M,"100,000,000+",Free,0,Everyone,Entertainment,12-Jul-18,2.8.2,4.1 and up
DStv Now,ENTERTAINMENT,3.9,34923,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
ivi - movies and TV shows in HD,ENTERTAINMENT,4.5,684116,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,4.2 and up
Radio Javan,ENTERTAINMENT,4.4,46916,4.5M,"1,000,000+",Free,0,Everyone,Entertainment,18-Jul-18,7.3,4.2 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407698,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
Talking Ginger 2,ENTERTAINMENT,4.2,702975,49M,"50,000,000+",Free,0,Everyone,Entertainment,5-Jul-18,2.6.6.11,4.1 and up
Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,4.2,32458,18M,"5,000,000+",Free,0,Everyone,Entertainment,19-Jun-18,2.2,4.1 and up
No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496,13M,"10,000,000+",Free,0,Everyone,Entertainment;Brain Games,29-Jul-18,1.2.0,4.1 and up
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,4.7,11661,4.0M,"1,000,000+",Free,0,Everyone,Entertainment,14-Jul-18,1.1.3.2,4.0.3 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,20-Jun-18,9.1.4,4.4 and up
Low Poly – Puzzle art game,ENTERTAINMENT,4.5,23063,17M,"1,000,000+",Free,0,Everyone,Entertainment;Brain Games,3-Aug-18,1.0.9,4.1 and up
BBC Media Player,ENTERTAINMENT,3.4,87384,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,14-Sep-16,Varies with device,Varies with device
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24M,"50,000,000+",Free,0,Teen,Entertainment,2-Aug-18,3.0.231.18141,4.1 and up
Adult Glitter Color by Number Book - Sandbox Pages,ENTERTAINMENT,4.3,8918,Varies with device,"1,000,000+",Free,0,Everyone,Entertainment;Creativity,21-Jul-18,1.7,4.4 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,Varies with device
Twitch: Livestream Multiplayer Games & Esports,ENTERTAINMENT,4.6,2133296,Varies with device,"50,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device
Ziggo GO,ENTERTAINMENT,4.1,29690,78M,"1,000,000+",Free,0,Teen,Entertainment,3-Aug-18,2.3.34 Prod,4.3 and up
YouTube Gaming,ENTERTAINMENT,4.2,130549,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,27-Jun-18,2.08.78.2,4.1 and up
PlayStation App,ENTERTAINMENT,4.2,613059,25M,"50,000,000+",Free,0,Everyone,Entertainment,26-Jul-18,18.07.0,4.1 and up
Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,57M,"100,000,000+",Free,0,Everyone,Entertainment,3-Jul-18,3.5.2.2,4.1 and up
"Red Bull TV: Live Sports, Music & Entertainment",ENTERTAINMENT,4.4,42050,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,3-Aug-18,Varies with device,Varies with device
Trailer Addict Movie Trailers,ENTERTAINMENT,3.9,2646,9.1M,"100,000+",Free,0,Teen,Entertainment,14-Feb-18,2.2.0,4.2 and up
Cinemark Theatres,ENTERTAINMENT,4.1,21867,39M,"1,000,000+",Free,0,Teen,Entertainment,12-Jul-18,2.19.0,5.0 and up
Regal Cinemas,ENTERTAINMENT,4.3,32732,Varies with device,"1,000,000+",Free,0,Everyone,Entertainment,19-Jul-18,Varies with device,Varies with device
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,20-Jun-18,9.1.4,4.4 and up
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,2-Aug-18,Varies with device,Varies with device
Marcus Theatres,ENTERTAINMENT,3.6,2639,8.5M,"100,000+",Free,0,Everyone,Entertainment,7-Feb-18,2.9.43,6.0 and up
Harkins Theatres,ENTERTAINMENT,4.3,1511,12M,"100,000+",Free,0,Everyone,Entertainment,11-Jun-18,2.1.1,4.1 and up
AMC Theatres,ENTERTAINMENT,4.3,44550,72M,"1,000,000+",Free,0,Everyone,Entertainment,18-Jul-18,6.18.3,5.0 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501497,12M,"100,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,Varies with device
Netflix,ENTERTAINMENT,4.4,5456208,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
Cooking Channel,ENTERTAINMENT,4.1,1033,16M,"100,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
Animal Planet GO,ENTERTAINMENT,4.2,2442,9.6M,"100,000+",Free,0,Teen,Entertainment,24-Jul-18,2.9.4,4.1 and up
"VRV: Anime, game videos & more",ENTERTAINMENT,3.9,15254,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,19-Jun-18,Varies with device,Varies with device
DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,4.2,155234,22M,"1,000,000+",Free,0,Teen,Entertainment,1-Aug-18,01.01.66,4.4 and up
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,5-Mar-18,Varies with device,Varies with device
Investigation Discovery GO,ENTERTAINMENT,4.5,12216,13M,"1,000,000+",Free,0,Teen,Entertainment,24-Jul-18,2.9.4,4.1 and up
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,12-Apr-18,Varies with device,Varies with device
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",Free,0,Teen,Entertainment,20-Jul-18,4.8.6,4.1 and up
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,20-Jun-18,Varies with device,Varies with device
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3,493,23M,"50,000+",Free,0,Everyone,Entertainment,15-Jun-18,2.0.0,4.4 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,24-Jan-18,2.0.8,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,4.4 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,23-Jul-18,2.17,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4,319692,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,3-Aug-18,Varies with device,5.0 and up
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,19-Jul-18,Varies with device,Varies with device
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4,22998,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,27-Jun-18,8.0626,Varies with device
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,2-Jul-18,Varies with device,Varies with device
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35928,19M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
SeriesGuide – Show & Movie Manager,ENTERTAINMENT,4.3,64448,4.4M,"1,000,000+",Free,0,Mature 17+,Entertainment,21-Jul-18,43,4.0.3 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,Varies with device
Netflix,ENTERTAINMENT,4.4,5456599,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,11M,"10,000,000+",Free,0,Teen,Entertainment,15-Jul-18,2.13.5,4.1 and up
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310095,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,5-Mar-18,Varies with device,Varies with device
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,20-Jun-18,Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,12-Apr-18,Varies with device,Varies with device
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",Free,0,Teen,Entertainment,20-Jul-18,4.8.6,4.1 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,24-Jan-18,2.0.8,4.4 and up
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4,319691,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,3-Aug-18,Varies with device,5.0 and up
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,23-Jul-18,2.17,4.4 and up
CW Seed,ENTERTAINMENT,4.5,16372,13M,"500,000+",Free,0,Teen,Entertainment,18-Jul-18,1.16,4.4 and up
The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028,17M,"5,000,000+",Free,0,Teen,Entertainment,5-Jul-18,4.18.1,4.1 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,19-Jul-18,Varies with device,Varies with device
WWE,ENTERTAINMENT,4.5,736864,20M,"10,000,000+",Free,0,Teen,Entertainment,19-Jan-18,3.17.2,4.1 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
Universal Kids,ENTERTAINMENT,3.6,1968,21M,"500,000+",Free,0,Everyone,Entertainment;Music & Video,24-May-18,3.3.1.41,4.4 and up
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35931,19M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
LEGO® TV,ENTERTAINMENT,3.7,17247,7.2M,"1,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,4-Aug-18,4.0.2,5.0 and up
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32M,"10,000,000+",Free,0,Teen,Entertainment,19-Jul-18,16.0.0.437,4.1 and up
Showtime Anytime,ENTERTAINMENT,3.7,18523,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,2-Jul-18,Varies with device,Varies with device
PlayKids - Educational cartoons and games for kids,ENTERTAINMENT,4.1,182103,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment;Music & Video,30-Jul-18,Varies with device,Varies with device
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,25-Jun-18,6.6.1,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,25-May-18,3.3.1.42,4.4 and up
Netflix,ENTERTAINMENT,4.4,5456708,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Teen,Entertainment,15-Jul-18,2.13.5,4.1 and up
Vudu Movies & TV,ENTERTAINMENT,3.9,58082,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,1-Aug-18,Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,12-Apr-18,Varies with device,Varies with device
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,5-Mar-18,Varies with device,Varies with device
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,24-Jan-18,2.0.8,4.4 and up
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,20-Jun-18,Varies with device,Varies with device
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4,319691,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,3-Aug-18,Varies with device,5.0 and up
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,26-Jul-18,Varies with device,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,20-Jun-18,9.1.4,4.4 and up
Yidio: TV Show & Movie Guide,ENTERTAINMENT,3.9,27424,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,31-Jul-18,Varies with device,Varies with device
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,23-Jul-18,2.17,4.4 and up
Redbox,ENTERTAINMENT,4.1,115033,30M,"10,000,000+",Free,0,Everyone,Entertainment,2-Jul-18,7.5.0,5.0 and up
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4,22997,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,27-Jun-18,8.0626,Varies with device
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,19-Jul-18,Varies with device,Varies with device
Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57M,"100,000+",Free,0,Teen,Entertainment,21-Mar-18,4.003.1,4.3 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,2-Jul-18,Varies with device,Varies with device
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35931,19M,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,25-Jun-18,6.6.1,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,25-May-18,3.3.1.42,4.4 and up
Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968,35M,"1,000,000+",Free,0,Everyone,Entertainment;Music & Video,23-Jan-18,1.0.20,4.4 and up
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44M,"10,000+",Free,0,Teen,Entertainment,14-Dec-17,1.2.3,4.2 and up
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,27-Jul-18,Varies with device,Varies with device
Kidjo TV Kids Have Fun & Learn,ENTERTAINMENT,4.6,732,Varies with device,"100,000+",Free,0,Everyone,Entertainment;Music & Video,1-Aug-18,Varies with device,Varies with device
Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856,20M,"100,000+",Free,0,Teen,Entertainment,1-Aug-18,1.6.1,6.0 and up
ColorFul - Adult Coloring Book,ENTERTAINMENT,4.6,50725,19M,"5,000,000+",Free,0,Everyone,Entertainment,25-May-18,1.0.64,4.0.3 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,24-Jan-18,2.0.8,4.4 and up
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,2-Aug-18,Varies with device,Varies with device
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43M,"100,000+",Free,0,Everyone,Entertainment,13-Jul-18,2.3.2,5.0 and up
My Talking Pet,ENTERTAINMENT,4.6,6238,Varies with device,"100,000+",Paid,0,Everyone,Entertainment,30-Jun-18,Varies with device,Varies with device
Funny Pics,ENTERTAINMENT,3.9,9941,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,7-Jul-17,Varies with device,Varies with device
Funny Quotes Free,ENTERTAINMENT,4.2,23666,3.6M,"1,000,000+",Free,0,Teen,Entertainment,4-May-18,8.1,4.0 and up
Facebook,SOCIAL,4.1,78158306,Varies with device,"1,000,000,000+",Free,0,Teen,Social,3-Aug-18,Varies with device,Varies with device
Instagram,SOCIAL,4.5,66577313,Varies with device,"1,000,000,000+",Free,0,Teen,Social,31-Jul-18,Varies with device,Varies with device
Facebook Lite,SOCIAL,4.3,8606259,Varies with device,"500,000,000+",Free,0,Teen,Social,1-Aug-18,Varies with device,Varies with device
"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49173,4.0M,"10,000,000+",Free,0,Everyone,Social,4-Jun-18,1.24,4.1 and up
Tumblr,SOCIAL,4.4,2955326,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,1-Aug-18,Varies with device,Varies with device
All Social Networks,SOCIAL,4.2,22492,1.5M,"1,000,000+",Free,0,Everyone,Social,21-May-18,2.4.12,4.0 and up
Snapchat,SOCIAL,4,17014787,Varies with device,"500,000,000+",Free,0,Teen,Social,30-Jul-18,Varies with device,Varies with device
Social network all in one 2018,SOCIAL,4.3,1403,3.7M,"100,000+",Free,0,Everyone,Social,30-Jan-18,1,4.0 and up
Pinterest,SOCIAL,4.6,4305441,Varies with device,"100,000,000+",Free,0,Teen,Social,3-Aug-18,Varies with device,Varies with device
TextNow - free text + calls,SOCIAL,4.4,441189,Varies with device,"10,000,000+",Free,0,Everyone,Social,3-Aug-18,Varies with device,Varies with device
Google+,SOCIAL,4.2,4831125,Varies with device,"1,000,000,000+",Free,0,Teen,Social,26-Jul-18,Varies with device,Varies with device
The Messenger App,SOCIAL,4.4,4919,2.8M,"1,000,000+",Free,0,Everyone,Social,3-Aug-18,0.1.1,4.1 and up
Messenger Pro,SOCIAL,4.4,13762,3.9M,"1,000,000+",Free,0,Everyone,Social,9-May-18,1.0.2,4.1 and up
"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,4.3,6086,3.1M,"1,000,000+",Free,0,Teen,Social,14-Jun-18,1.0.9,4.3 and up
Telegram X,SOCIAL,4.6,70616,Varies with device,"5,000,000+",Free,0,Teen,Social,27-Jul-18,Varies with device,Varies with device
The Video Messenger App,SOCIAL,4.4,1200,2.8M,"100,000+",Free,0,Everyone,Social,2-Aug-18,0.1.1,4.1 and up
Jodel - The Hyperlocal App,SOCIAL,4.5,76480,20M,"1,000,000+",Free,0,Mature 17+,Social,6-Aug-18,4.95.4,5.0 and up
Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,271445,9.9M,"5,000,000+",Free,0,Everyone,Social,24-Jun-18,4.1.1,4.0.3 and up
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3M,"5,000,000+",Free,0,Everyone,Social,13-Jun-18,5.1.1,4.1 and up
Love Sticker,SOCIAL,4.6,33177,10M,"1,000,000+",Free,0,Everyone,Social,12-Jun-18,2.1.6,4.0 and up
Web Browser & Fast Explorer,SOCIAL,4.4,54768,2.6M,"5,000,000+",Free,0,Everyone,Social,16-May-18,3.6.1,4.0.3 and up
"LiveMe - Video chat, new friends, and make money",SOCIAL,4.5,457197,Varies with device,"10,000,000+",Free,0,Teen,Social,3-Aug-18,Varies with device,Varies with device
"Tagged - Meet, Chat & Dating",SOCIAL,4.1,486824,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,21-Jun-18,Varies with device,Varies with device
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157004,34M,"50,000,000+",Free,0,Everyone,Social,16-Oct-17,4.2.1,4.3 and up
"SayHi Chat, Meet New People",SOCIAL,4.2,423105,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,9-Jul-18,Varies with device,Varies with device
Whisper,SOCIAL,4.1,205803,Varies with device,"5,000,000+",Free,0,Teen,Social,18-Jul-18,Varies with device,Varies with device
"Tapatalk - 100,000+ Forums",SOCIAL,4.1,285816,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,19-Jun-18,Varies with device,Varies with device
Tumblr,SOCIAL,4.4,2955325,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,1-Aug-18,Varies with device,Varies with device
Meetup,SOCIAL,4.2,79130,23M,"5,000,000+",Free,0,Teen,Social,2-Aug-18,3.10.26,4.4 and up
Amazon for Tablets,SHOPPING,4,141613,22M,"10,000,000+",Free,0,Teen,Shopping,31-Jul-18,16.14.0.850,4.4 and up
Wish - Shopping Made Fun,SHOPPING,4.5,6210998,15M,"100,000,000+",Free,0,Everyone,Shopping,3-Aug-18,4.20.5,4.1 and up
OfferUp - Buy. Sell. Offer Up,SHOPPING,4.6,591312,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,3-Aug-18,Varies with device,Varies with device
Shopee - No. 1 Online Shopping,SHOPPING,4.3,94294,30M,"10,000,000+",Free,0,Everyone,Shopping,23-Jul-18,2.25.17,4.1 and up
Shopee: No.1 Online Shopping,SHOPPING,4.2,608753,30M,"10,000,000+",Free,0,Everyone,Shopping,23-Jul-18,2.25.17,4.1 and up
Kroger,SHOPPING,4.3,38961,27M,"5,000,000+",Free,0,Everyone,Shopping,2-Aug-18,14.2.1,5.0 and up
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,"100,000,000+",Free,0,Teen,Shopping,6-Aug-18,Varies with device,Varies with device
Walmart,SHOPPING,4.4,441473,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,30-Jul-18,Varies with device,Varies with device
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,Varies with device,"100,000,000+",Free,0,Teen,Shopping,30-Jul-18,Varies with device,Varies with device
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,973270,20M,"50,000,000+",Free,0,Teen,Shopping,6-Aug-18,2.4.9,4.1 and up
